,Number,First Letter,Estimated_Price,CarPlate,Price,Company,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
738,79,S,18762.6,SML79G,5888,CarPlateMart,2,SML,G,6,0,0,No,15,18,0,5,2,2
739,79,S,18762.6,SMF79M,5888,CarPlateMart,2,SMF,M,6,0,0,No,10,18,0,5,2,2
740,79,S,18762.6,SJT79A,5800,SGCarMart,2,SJT,A,6,0,0,No,1,18,0,5,2,2
741,79,S,18762.6,SKU79H,5600,CarPlateMart,2,SKU,H,6,0,0,No,14,18,0,5,2,2
742,79,S,18762.6,SMN79X,4100,SGCarMart,2,SMN,X,6,0,0,No,4,18,0,4,1,2
743,80,G,6888.0,GQ80X,6888,Carplate,2,GQ,X,5,0,0,Yes,4,6,0,6,2,2
744,80,S,12146.4,SNE80B,9300,CarPlateMart,2,SNE,B,6,0,0,Yes,19,18,0,9,3,2
745,80,S,12146.4,SBD80Z,30000,Carplate,2,SBD,Z,6,0,0,Yes,2,18,0,15,7,2
746,80,S,12146.4,SLX80A,13800,Carplate,2,SLX,A,6,0,0,Yes,1,18,0,11,4,2
747,80,S,12146.4,SJM80G,12800,Carplate,2,SJM,G,6,0,0,Yes,15,18,0,11,4,2
748,80,S,12146.4,SGF80D,10800,SGCarMart,2,SGF,D,6,0,0,Yes,17,18,0,10,3,2
749,80,S,12146.4,SLG80P,10800,CarPlateMart,2,SLG,P,6,0,0,Yes,9,18,0,10,3,2
750,80,S,12146.4,SNE80B,9300,SGCarMart,2,SNE,B,6,0,0,Yes,19,18,0,9,3,2
751,80,S,12146.4,SLG80P,8888,Carplate,2,SLG,P,6,0,0,Yes,9,18,0,8,3,2
752,80,S,12146.4,SGV80U,8888,SGCarMart,2,SGV,U,6,0,0,Yes,5,18,0,8,3,2
753,80,S,12146.4,SND80G,6888,SGCarMart,2,SND,G,6,0,0,Yes,15,18,0,6,2,2
754,81,E,79444.0,EJ81D,80888,SGCarMart,2,EJ,D,5,0,0,Yes,17,4,1,21,12,2
755,81,E,79444.0,EJ81D,78000,Carplate,2,EJ,D,5,0,0,Yes,17,4,1,20,12,2
756,81,S,139973.5,SB81E,777777,SGCarMart,2,SB,E,5,0,0,Yes,16,18,0,28,25,2
757,81,S,139973.5,SJD81B,18000,Carplate,2,SJD,B,6,0,0,Yes,19,18,0,13,5,2
758,81,S,139973.5,SFB81J,13888,Carplate,2,SFB,J,6,0,0,Yes,13,18,0,11,4,2
759,81,S,139973.5,SDH81B,10888,Carplate,2,SDH,B,6,0,0,Yes,19,18,0,10,3,2
760,81,S,139973.5,SNE81Z,9888,SGCarMart,2,SNE,Z,6,0,0,Yes,2,18,0,9,3,2
761,81,S,139973.5,SMP81C,9400,SGCarMart,2,SMP,C,6,0,0,Yes,18,18,0,9,3,2
762,82,E,128000.0,EY82Y,128000,Carplate,2,EY,Y,5,0,0,Yes,3,4,1,23,15,2
763,82,E,128000.0,EY82Y,128000,CarPlateMart,2,EY,Y,5,0,0,Yes,3,4,1,23,15,2
764,82,S,12192.0,SLP82L,18888,CarPlateMart,2,SLP,L,6,0,0,Yes,11,18,0,14,5,2
765,82,S,12192.0,SGX82D,8888,Carplate,2,SGX,D,6,0,0,Yes,17,18,0,8,3,2
766,82,S,12192.0,SNB82L,8800,SGCarMart,2,SNB,L,6,0,0,Yes,11,18,0,8,3,2
767,83,S,46363.0,SMM83M,83838,Carplate,2,SMM,M,6,0,0,Yes,10,18,0,21,12,2
768,83,S,46363.0,SMJ83D,8888,Carplate,2,SMJ,D,6,0,0,Yes,17,18,0,8,3,2
769,84,E,45800.0,EL84K,45800,SGCarMart,2,EL,K,5,0,0,Yes,12,4,1,17,9,2
770,84,S,10866.666666666666,SBR84P,13800,SGCarMart,2,SBR,P,6,0,0,Yes,9,18,0,11,4,2
771,84,S,10866.666666666666,SMM84K,9800,SGCarMart,2,SMM,K,6,0,0,Yes,12,18,0,9,3,2
772,84,S,10866.666666666666,SLN84S,9000,Carplate,2,SLN,S,6,0,0,Yes,7,18,0,8,3,2
773,85,E,88888.0,ET85R,88888,Carplate,2,ET,R,5,0,0,Yes,8,4,1,21,13,2
774,85,S,36371.42857142857,SW85J,90000,CarPlateMart,2,SW,J,5,0,0,Yes,13,18,0,21,13,2
775,85,S,36371.42857142857,SW85J,125000,SGCarMart,2,SW,J,5,0,0,Yes,13,18,0,23,15,2
776,85,S,36371.42857142857,SKW85D,9800,SGCarMart,2,SKW,D,6,0,0,Yes,17,18,0,9,3,2
777,85,S,36371.42857142857,SKN85B,8000,Carplate,2,SKN,B,6,0,0,Yes,19,18,0,7,3,2
778,85,S,36371.42857142857,SJA85G,8000,Carplate,2,SJA,G,6,0,0,Yes,15,18,0,7,3,2
779,85,S,36371.42857142857,SJP85C,8000,CarPlateMart,2,SJP,C,6,0,0,Yes,18,18,0,7,3,2
780,85,S,36371.42857142857,SKN85B,5800,CarPlateMart,2,SKN,B,6,0,0,Yes,19,18,0,5,2,2
781,86,S,9703.111111111111,SMA86T,13888,Carplate,2,SMA,T,6,0,0,Yes,6,18,0,11,4,2
782,86,S,9703.111111111111,SGZ86H,12888,Carplate,2,SGZ,H,6,0,0,Yes,14,18,0,11,4,2
783,86,S,9703.111111111111,SJV86T,10000,Carplate,2,SJV,T,6,0,0,Yes,6,18,0,9,3,2
784,86,S,9703.111111111111,SKR86C,9888,Carplate,2,SKR,C,6,0,0,Yes,18,18,0,9,3,2
785,86,S,9703.111111111111,SKD86B,8888,CarPlateMart,2,SKD,B,6,0,0,Yes,19,18,0,8,3,2
786,86,S,9703.111111111111,SKJ86U,8888,CarPlateMart,2,SKJ,U,6,0,0,Yes,5,18,0,8,3,2
787,86,S,9703.111111111111,SKJ86U,8000,Carplate,2,SKJ,U,6,0,0,Yes,5,18,0,7,3,2
788,86,S,9703.111111111111,SKD86B,8000,Carplate,2,SKD,B,6,0,0,Yes,19,18,0,7,3,2
789,86,S,9703.111111111111,SLX86J,6888,Carplate,2,SLX,J,6,0,0,Yes,13,18,0,6,2,2
790,87,E,55555.0,EW87U,55555,CarPlateMart,2,EW,U,5,0,0,Yes,5,4,1,18,10,2
791,87,S,12057.0,SKX87T,18787,CarPlateMart,2,SKX,T,6,0,0,Yes,6,18,0,14,5,2
792,87,S,12057.0,SCX87M,16000,CarPlateMart,2,SCX,M,6,0,0,Yes,10,18,0,12,4,2
793,87,S,12057.0,SKT87P,15000,CarPlateMart,2,SKT,P,6,0,0,Yes,9,18,0,12,4,2
794,87,S,12057.0,SJK87Z,13888,SGCarMart,2,SJK,Z,6,0,0,Yes,2,18,0,11,4,2
795,87,S,12057.0,SBG87P,12888,Carplate,2,SBG,P,6,0,0,Yes,9,18,0,11,4,2
796,87,S,12057.0,SJN87H,12888,Carplate,2,SJN,H,6,0,0,Yes,14,18,0,11,4,2
797,87,S,12057.0,SGX87R,12888,Carplate,2,SGX,R,6,0,0,Yes,8,18,0,11,4,2
798,87,S,12057.0,SKX87T,8888,Carplate,2,SKX,T,6,0,0,Yes,6,18,0,8,3,2
799,87,S,12057.0,SNE87H,8800,SGCarMart,2,SNE,H,6,0,0,Yes,14,18,0,8,3,2
800,87,S,12057.0,SDB87S,6800,CarPlateMart,2,SDB,S,6,0,0,Yes,7,18,0,6,2,2
801,87,S,12057.0,SDB87S,5800,SGCarMart,2,SDB,S,6,0,0,Yes,7,18,0,5,2,2
802,88,E,349000.0,EG88B,368000,Carplate,2,EG,B,5,1,1,Yes,19,4,1,25,23,2
803,88,E,349000.0,EG88B,330000,CarPlateMart,2,EG,B,5,1,1,Yes,19,4,1,25,22,2
804,88,G,18800.0,GBJ88X,18800,Carplate,2,GBJ,X,6,1,1,Yes,4,6,0,14,5,2
805,88,S,48994.666666666664,SCQ88Y,48800,CarPlateMart,2,SCQ,Y,6,1,1,Yes,3,18,0,17,9,2
806,88,S,48994.666666666664,SBM88E,58800,Carplate,2,SBM,E,6,1,1,Yes,16,18,0,18,10,2
807,88,S,48994.666666666664,SBK88R,58000,CarPlateMart,2,SBK,R,6,1,1,Yes,8,18,0,18,10,2
808,88,S,48994.666666666664,SBA88T,50000,CarPlateMart,2,SBA,T,6,1,1,Yes,6,18,0,17,9,2
809,88,S,48994.666666666664,SNA88B,48888,Carplate,2,SNA,B,6,1,1,Yes,19,18,0,17,9,2
810,88,S,48994.666666666664,SNB88X,48888,Carplate,2,SNB,X,6,1,1,Yes,4,18,0,17,9,2
811,88,S,48994.666666666664,SCQ88Y,48800,SGCarMart,2,SCQ,Y,6,1,1,Yes,3,18,0,17,9,2
812,88,S,48994.666666666664,SBQ88J,39888,Carplate,2,SBQ,J,6,1,1,Yes,13,18,0,16,8,2
813,88,S,48994.666666666664,SDA88U,38888,Carplate,2,SDA,U,6,1,1,Yes,5,18,0,16,8,2
814,89,G,4800.0,GBB89K,4800,SGCarMart,2,GBB,K,6,0,0,Yes,12,6,0,4,2,2
815,89,S,13891.0,SNC89M,16800,CarPlateMart,2,SNC,M,6,0,0,Yes,10,18,0,13,5,2
816,89,S,13891.0,SFB89M,15000,Carplate,2,SFB,M,6,0,0,Yes,10,18,0,12,4,2
817,89,S,13891.0,SGW89R,13888,SGCarMart,2,SGW,R,6,0,0,Yes,8,18,0,11,4,2
818,89,S,13891.0,SLP89T,13888,CarPlateMart,2,SLP,T,6,0,0,Yes,6,18,0,11,4,2
819,89,S,13891.0,SLK89U,12888,Carplate,2,SLK,U,6,0,0,Yes,5,18,0,11,4,2
820,89,S,13891.0,SLP89P,12888,SGCarMart,2,SLP,P,6,0,0,Yes,9,18,0,11,4,2
821,89,S,13891.0,SNC89M,12888,SGCarMart,2,SNC,M,6,0,0,Yes,10,18,0,11,4,2
822,89,S,13891.0,SLK89U,12888,CarPlateMart,2,SLK,U,6,0,0,Yes,5,18,0,11,4,2
823,90,E,95000.0,EL90S,110000,Carplate,2,EL,S,5,0,0,No,7,4,1,23,14,2
824,90,E,95000.0,EK90Y,80000,CarPlateMart,2,EK,Y,5,0,0,No,3,4,1,20,12,2
825,90,F,9722.0,FC90C,15000,Carplate,2,FC,C,5,0,0,No,18,5,0,12,4,2
826,90,F,9722.0,FBD90U,4444,Carplate,2,FBD,U,6,0,0,No,5,5,0,4,2,2
827,90,S,20466.5,SBY90J,58999,Carplate,2,SBY,J,6,0,0,No,13,18,0,18,10,2
828,90,S,20466.5,SFF90L,16000,Carplate,2,SFF,L,6,0,0,No,11,18,0,12,4,2
829,90,S,20466.5,SKV90T,14800,SGCarMart,2,SKV,T,6,0,0,No,6,18,0,12,4,2
830,90,S,20466.5,SFP90J,12000,Carplate,2,SFP,J,6,0,0,No,13,18,0,10,4,2
831,90,S,20466.5,SFP90J,12000,CarPlateMart,2,SFP,J,6,0,0,No,13,18,0,10,4,2
832,90,S,20466.5,SJQ90G,9000,SGCarMart,2,SJQ,G,6,0,0,No,15,18,0,8,3,2
833,91,E,91000.0,EK91U,91000,Carplate,2,EK,U,5,0,0,No,5,4,1,22,13,2
834,91,F,9191.0,FU91E,9191,Carplate,2,FU,E,5,0,0,No,16,5,0,9,3,2
835,91,S,29742.777777777777,SQ91Y,149999,Carplate,2,SQ,Y,5,0,0,No,3,18,0,23,16,2
836,91,S,29742.777777777777,SBM91U,19888,Carplate,2,SBM,U,6,0,0,No,5,18,0,14,5,2
837,91,S,29742.777777777777,SBJ91K,19000,Carplate,2,SBJ,K,6,0,0,No,12,18,0,14,5,2
838,91,S,29742.777777777777,SBB91C,17000,Carplate,2,SBB,C,6,0,0,No,18,18,0,13,5,2
839,91,S,29742.777777777777,SGD91H,15000,Carplate,2,SGD,H,6,0,0,No,14,18,0,12,4,2
840,91,S,29742.777777777777,SKD91K,12999,Carplate,2,SKD,K,6,0,0,No,12,18,0,11,4,2
841,91,S,29742.777777777777,SKD91K,11900,CarPlateMart,2,SKD,K,6,0,0,No,12,18,0,10,4,2
842,91,S,29742.777777777777,SKS91G,10999,Carplate,2,SKS,G,6,0,0,No,15,18,0,10,3,2
843,91,S,29742.777777777777,SKS91G,10900,CarPlateMart,2,SKS,G,6,0,0,No,15,18,0,10,3,2
844,92,E,245230.5,EC92J,800000,Carplate,2,EC,J,5,0,0,No,13,4,1,28,25,2
845,92,E,245230.5,EN92B,68000,Carplate,2,EN,B,5,0,0,No,19,4,1,19,11,2
846,92,E,245230.5,ES92A,60000,SGCarMart,2,ES,A,5,0,0,No,1,4,1,18,10,2
847,92,E,245230.5,EN92B,52922,CarPlateMart,2,EN,B,5,0,0,No,19,4,1,18,9,2
848,92,S,9592.0,SMS92E,19200,CarPlateMart,2,SMS,E,6,0,0,No,16,18,0,14,5,2
849,92,S,9592.0,SGU92R,8888,Carplate,2,SGU,R,6,0,0,No,8,18,0,8,3,2
850,92,S,9592.0,SKD92L,8888,CarPlateMart,2,SKD,L,6,0,0,No,11,18,0,8,3,2
851,92,S,9592.0,SLQ92C,6888,Carplate,2,SLQ,C,6,0,0,No,18,18,0,6,2,2
852,92,S,9592.0,SKH92L,6888,CarPlateMart,2,SKH,L,6,0,0,No,11,18,0,6,2,2
853,92,S,9592.0,SKG92S,6800,SGCarMart,2,SKG,S,6,0,0,No,7,18,0,6,2,2
854,93,E,70944.0,EG93K,78000,Carplate,2,EG,K,5,0,0,No,12,4,1,20,12,2
855,93,E,70944.0,EJ93U,63888,Carplate,2,EJ,U,5,0,0,No,5,4,1,19,11,2
856,93,S,9818.222222222223,SBE93G,16888,Carplate,2,SBE,G,6,0,0,No,15,18,0,13,5,2
857,93,S,9818.222222222223,SBE93G,10800,CarPlateMart,2,SBE,G,6,0,0,No,15,18,0,10,3,2
858,93,S,9818.222222222223,SMU93S,9800,CarPlateMart,2,SMU,S,6,0,0,No,7,18,0,9,3,2
859,93,S,9818.222222222223,SMU93S,9300,Carplate,2,SMU,S,6,0,0,No,7,18,0,9,3,2
860,93,S,9818.222222222223,SBL93U,8888,Carplate,2,SBL,U,6,0,0,No,5,18,0,8,3,2
861,93,S,9818.222222222223,SNF93J,8800,SGCarMart,2,SNF,J,6,0,0,No,13,18,0,8,3,2
862,93,S,9818.222222222223,SLD93T,8000,Carplate,2,SLD,T,6,0,0,No,6,18,0,7,3,2
863,93,S,9818.222222222223,SKR93G,8000,Carplate,2,SKR,G,6,0,0,No,15,18,0,7,3,2
864,93,S,9818.222222222223,SCF93P,7888,SGCarMart,2,SCF,P,6,0,0,No,9,18,0,7,3,2
865,94,S,10677.166666666666,SBK94Y,20000,Carplate,2,SBK,Y,6,0,0,No,3,18,0,14,5,2
866,94,S,10677.166666666666,SKT94T,11888,Carplate,2,SKT,T,6,0,0,No,6,18,0,10,4,2
867,94,S,10677.166666666666,SLS94L,9400,CarPlateMart,2,SLS,L,6,0,0,No,11,18,0,9,3,2
868,94,S,10677.166666666666,SLV94X,8999,CarPlateMart,2,SLV,X,6,0,0,No,4,18,0,8,3,2
869,94,S,10677.166666666666,SBU94U,8888,Carplate,2,SBU,U,6,0,0,No,5,18,0,8,3,2
870,94,S,10677.166666666666,SLN94M,4888,SGCarMart,2,SLN,M,6,0,0,No,10,18,0,4,2,2
871,95,S,96872.0,SP95S,350000,Carplate,2,SP,S,5,0,0,No,7,18,0,25,22,2
872,95,S,96872.0,SBL95P,18888,SGCarMart,2,SBL,P,6,0,0,No,9,18,0,14,5,2
873,95,S,96872.0,SKT95R,12800,CarPlateMart,2,SKT,R,6,0,0,No,8,18,0,11,4,2
874,95,S,96872.0,SLW95M,5800,SGCarMart,2,SLW,M,6,0,0,No,10,18,0,5,2,2
875,96,F,3800.0,FBN96B,3800,Carplate,2,FBN,B,6,0,0,No,19,5,0,3,1,2
876,96,S,11652.8,SCR96T,20000,Carplate,2,SCR,T,6,0,0,No,6,18,0,14,5,2
877,96,S,11652.8,SLP96Y,10888,Carplate,2,SLP,Y,6,0,0,No,3,18,0,10,3,2
878,96,S,11652.8,SLP96Y,9600,CarPlateMart,2,SLP,Y,6,0,0,No,3,18,0,9,3,2
879,96,S,11652.8,SMX96T,8888,Carplate,2,SMX,T,6,0,0,No,6,18,0,8,3,2
880,96,S,11652.8,SMX96T,8888,CarPlateMart,2,SMX,T,6,0,0,No,6,18,0,8,3,2
881,97,E,35800.0,EV97X,35800,SGCarMart,2,EV,X,5,0,0,No,4,4,1,16,8,2
882,97,S,9669.0,SBD97B,28888,Carplate,2,SBD,B,6,0,0,No,19,18,0,15,7,2
883,97,S,9669.0,SMJ97P,9988,CarPlateMart,2,SMJ,P,6,0,0,No,9,18,0,9,3,2
884,97,S,9669.0,SMV97B,8888,Carplate,2,SMV,B,6,0,0,No,19,18,0,8,3,2
885,97,S,9669.0,SJF97X,6800,SGCarMart,2,SJF,X,6,0,0,No,4,18,0,6,2,2
886,97,S,9669.0,SJQ97M,6300,SGCarMart,2,SJQ,M,6,0,0,No,10,18,0,6,2,2
887,97,S,9669.0,SMK97J,6000,Carplate,2,SMK,J,6,0,0,No,13,18,0,5,2,2
888,97,S,9669.0,SBV97G,5500,SGCarMart,2,SBV,G,6,0,0,No,15,18,0,5,2,2
889,97,S,9669.0,SNC97P,4988,SGCarMart,2,SNC,P,6,0,0,No,9,18,0,4,2,2
890,98,S,122735.2,SE98S,288000,Carplate,2,SE,S,5,0,0,Yes,7,18,0,24,21,2
891,98,S,122735.2,SR98Z,280000,Carplate,2,SR,Z,5,0,0,Yes,2,18,0,24,21,2
892,98,S,122735.2,SMG98C,26888,Carplate,2,SMG,C,6,0,0,Yes,18,18,0,15,7,2
893,98,S,122735.2,SMW98T,9888,Carplate,2,SMW,T,6,0,0,Yes,6,18,0,9,3,2
894,98,S,122735.2,SMW98T,8900,CarPlateMart,2,SMW,T,6,0,0,Yes,6,18,0,8,3,2
895,99,G,28888.0,GT99C,28888,Carplate,2,GT,C,5,1,1,No,18,6,0,15,7,2
896,99,S,30296.0,SBE99R,38888,SGCarMart,2,SBE,R,6,1,1,No,8,18,0,16,8,2
897,99,S,30296.0,SBQ99C,36000,Carplate,2,SBQ,C,6,1,1,No,18,18,0,16,8,2
898,99,S,30296.0,SKP99B,28000,Carplate,2,SKP,B,6,1,1,No,19,18,0,15,7,2
899,99,S,30296.0,SBQ99C,28000,CarPlateMart,2,SBQ,C,6,1,1,No,18,18,0,15,7,2
900,99,S,30296.0,SDA99M,25888,Carplate,2,SDA,M,6,1,1,No,10,18,0,15,6,2
901,99,S,30296.0,SJS99Y,25000,CarPlateMart,2,SJS,Y,6,1,1,No,3,18,0,15,6,2
902,100,S,39400.0,SX100T,55000,Carplate,3,SX,T,6,0,1,No,6,18,0,18,10,2
903,100,S,39400.0,SDD100B,23800,SGCarMart,3,SDD,B,7,0,1,No,19,18,0,15,6,2
904,101,S,23888.0,SLL101L,23888,CarPlateMart,3,SLL,L,7,0,0,No,11,18,0,15,6,2
905,103,S,4338.0,SND103A,5588,SGCarMart,3,SND,A,7,0,0,No,1,18,0,5,2,2
906,103,S,4338.0,SJJ103R,4888,CarPlateMart,3,SJJ,R,7,0,0,No,8,18,0,4,2,2
907,103,S,4338.0,SNB103K,3988,SGCarMart,3,SNB,K,7,0,0,No,12,18,0,3,1,2
908,103,S,4338.0,SNA103R,2888,SGCarMart,3,SNA,R,7,0,0,No,8,18,0,2,1,2
909,105,S,2950.0,SCA105R,3000,Carplate,3,SCA,R,7,0,0,No,8,18,0,2,1,2
910,105,S,2950.0,SCA105R,2900,CarPlateMart,3,SCA,R,7,0,0,No,8,18,0,2,1,2
911,106,S,3888.0,SMQ106K,3888,Carplate,3,SMQ,K,7,0,0,No,12,18,0,3,1,2
912,106,S,3888.0,SMQ106K,3888,CarPlateMart,3,SMQ,K,7,0,0,No,12,18,0,3,1,2
913,107,S,3888.0,SKN107Y,3888,CarPlateMart,3,SKN,Y,7,0,0,No,3,18,0,3,1,2
914,108,E,38108.0,EF108H,38108,CarPlateMart,3,EF,H,6,0,0,Yes,14,4,1,16,8,2
915,108,S,6155.2,SMA108P,8000,Carplate,3,SMA,P,7,0,0,Yes,9,18,0,7,3,2
916,108,S,6155.2,SMQ108E,5900,Carplate,3,SMQ,E,7,0,0,Yes,16,18,0,5,2,2
917,108,S,6155.2,SMH108C,5888,SGCarMart,3,SMH,C,7,0,0,Yes,18,18,0,5,2,2
918,108,S,6155.2,SML108G,5800,SGCarMart,3,SML,G,7,0,0,Yes,15,18,0,5,2,2
919,108,S,6155.2,SND108L,5188,SGCarMart,3,SND,L,7,0,0,Yes,11,18,0,5,2,2
920,109,F,1250.0,FBB109L,1250,Carplate,3,FBB,L,7,0,0,No,11,5,0,1,1,2
921,109,S,4344.0,SCW109P,4800,Carplate,3,SCW,P,7,0,0,No,9,18,0,4,2,2
922,109,S,4344.0,SFG109M,3888,Carplate,3,SFG,M,7,0,0,No,10,18,0,3,1,2
923,110,S,11000.0,SKH110T,11000,Carplate,3,SKH,T,7,0,1,No,6,18,0,10,3,2
924,111,E,380000.0,EN111E,380000,Carplate,3,EN,E,6,1,1,No,16,4,1,25,23,2
925,111,F,8388.0,FG111E,12888,Carplate,3,FG,E,6,1,1,No,16,5,0,11,4,2
926,111,F,8388.0,FBM111X,3888,Carplate,3,FBM,X,7,1,1,No,4,5,0,3,1,2
927,111,S,38973.0,SF111G,280000,Carplate,3,SF,G,6,1,1,No,15,18,0,24,21,2
928,111,S,38973.0,SMW111M,50000,Carplate,3,SMW,M,7,1,1,No,10,18,0,17,9,2
929,111,S,38973.0,SBB111D,30888,Carplate,3,SBB,D,7,1,1,No,17,18,0,16,7,2
930,111,S,38973.0,SFV111B,28000,Carplate,3,SFV,B,7,1,1,No,19,18,0,15,7,2
931,111,S,38973.0,SKS111H,23888,Carplate,3,SKS,H,7,1,1,No,14,18,0,15,6,2
932,111,S,38973.0,SCU111S,21888,Carplate,3,SCU,S,7,1,1,No,7,18,0,15,6,2
933,111,S,38973.0,SMY111C,20888,Carplate,3,SMY,C,7,1,1,No,18,18,0,15,5,2
934,111,S,38973.0,SLJ111T,20888,Carplate,3,SLJ,T,7,1,1,No,6,18,0,15,5,2
935,111,S,38973.0,SGV111P,19888,Carplate,3,SGV,P,7,1,1,No,9,18,0,14,5,2
936,111,S,38973.0,SGW111J,18888,Carplate,3,SGW,J,7,1,1,No,13,18,0,14,5,2
937,111,S,38973.0,SME111H,18888,Carplate,3,SME,H,7,1,1,No,14,18,0,14,5,2
938,111,S,38973.0,SLP111L,18888,Carplate,3,SLP,L,7,1,1,No,11,18,0,14,5,2
939,111,S,38973.0,SCU111S,18888,CarPlateMart,3,SCU,S,7,1,1,No,7,18,0,14,5,2
940,111,S,38973.0,SNB111L,18800,SGCarMart,3,SNB,L,7,1,1,No,11,18,0,14,5,2
941,111,S,38973.0,SMT111D,18000,CarPlateMart,3,SMT,D,7,1,1,No,17,18,0,13,5,2
942,111,S,38973.0,SLW111A,14888,Carplate,3,SLW,A,7,1,1,No,1,18,0,12,4,2
943,112,S,4344.0,SDG112B,5888,CarPlateMart,3,SDG,B,7,0,1,No,19,18,0,5,2,2
944,112,S,4344.0,SLW112Y,2800,CarPlateMart,3,SLW,Y,7,0,1,No,3,18,0,2,1,2
945,113,S,7520.0,SJM113B,18800,CarPlateMart,3,SJM,B,7,0,1,No,19,18,0,14,5,2
946,113,S,7520.0,SNB113G,6000,Carplate,3,SNB,G,7,0,1,No,15,18,0,5,2,2
947,113,S,7520.0,SNB113G,6000,CarPlateMart,3,SNB,G,7,0,1,No,15,18,0,5,2,2
948,113,S,7520.0,SMV113L,3800,CarPlateMart,3,SMV,L,7,0,1,No,11,18,0,3,1,2
949,113,S,7520.0,SLM113Y,3000,Carplate,3,SLM,Y,7,0,1,No,3,18,0,2,1,2
950,114,S,10888.0,SCF114T,10888,CarPlateMart,3,SCF,T,7,0,1,No,6,18,0,10,3,2
951,115,E,68800.0,E115B,68800,SGCarMart,3,E,B,5,0,1,No,19,4,1,19,11,2
952,116,S,5800.0,SKH116C,6600,Carplate,3,SKH,C,7,0,1,No,18,18,0,6,2,2
953,116,S,5800.0,SMX116U,5000,CarPlateMart,3,SMX,U,7,0,1,No,5,18,0,4,2,2
954,117,S,3888.0,SLW117J,3888,Carplate,3,SLW,J,7,0,1,No,13,18,0,3,1,2
955,117,S,3888.0,SLW117J,3888,CarPlateMart,3,SLW,J,7,0,1,No,13,18,0,3,1,2
956,118,S,7388.0,SMJ118M,8888,Carplate,3,SMJ,M,7,0,1,Yes,10,18,0,8,3,2
957,118,S,7388.0,SME118P,5888,Carplate,3,SME,P,7,0,1,Yes,9,18,0,5,2,2
958,119,S,3888.0,SKG119A,3888,Carplate,3,SKG,A,7,0,1,No,1,18,0,3,1,2
959,120,S,5644.0,SLJ120S,6288,Carplate,3,SLJ,S,7,0,0,No,7,18,0,6,2,2
960,120,S,5644.0,SLE120T,5000,Carplate,3,SLE,T,7,0,0,No,6,18,0,4,2,2
961,121,S,3225.0,SGQ121L,2488,CarPlateMart,3,SGQ,L,7,0,0,No,11,18,0,2,1,2
962,121,S,3225.0,SMQ121R,4688,Carplate,3,SMQ,R,7,0,0,No,8,18,0,4,2,2
963,121,S,3225.0,SGQ121L,2499,SGCarMart,3,SGQ,L,7,0,0,No,11,18,0,2,1,2
964,122,S,2500.0,SGJ122X,2500,CarPlateMart,3,SGJ,X,7,0,1,No,4,18,0,2,1,2
965,123,S,6374.333333333333,SLR123S,8000,CarPlateMart,3,SLR,S,7,0,0,No,7,18,0,7,3,2
966,123,S,6374.333333333333,SMD123D,7000,Carplate,3,SMD,D,7,0,0,No,17,18,0,6,2,2
967,123,S,6374.333333333333,SMT123U,4123,Carplate,3,SMT,U,7,0,0,No,5,18,0,4,1,2
968,126,S,2800.0,SGJ126K,2800,CarPlateMart,3,SGJ,K,7,0,0,No,12,18,0,2,1,2
969,128,S,5144.0,SGS128Y,6888,CarPlateMart,3,SGS,Y,7,0,0,Yes,3,18,0,6,2,2
970,128,S,5144.0,SFU128J,5000,Carplate,3,SFU,J,7,0,0,Yes,13,18,0,4,2,2
971,128,S,5144.0,SFU128J,5000,CarPlateMart,3,SFU,J,7,0,0,Yes,13,18,0,4,2,2
972,128,S,5144.0,SNB128P,3688,SGCarMart,3,SNB,P,7,0,0,Yes,9,18,0,3,1,2
973,130,E,65000.0,EE130Y,65000,CarPlateMart,3,EE,Y,6,0,0,No,3,4,1,19,11,2
974,130,S,4194.0,SMY130Y,4500,CarPlateMart,3,SMY,Y,7,0,0,No,3,18,0,4,2,2
975,130,S,4194.0,SJF130H,3888,CarPlateMart,3,SJF,H,7,0,0,No,14,18,0,3,1,2
976,131,S,4094.0,SDV131S,4800,CarPlateMart,3,SDV,S,7,0,0,No,7,18,0,4,2,2
977,131,S,4094.0,SDN131J,3388,CarPlateMart,3,SDN,J,7,0,0,No,13,18,0,3,1,2
978,133,S,6558.666666666667,SBN133C,11888,CarPlateMart,3,SBN,C,7,0,1,No,18,18,0,10,4,2
979,133,S,6558.666666666667,SBN133C,6888,Carplate,3,SBN,C,7,0,1,No,18,18,0,6,2,2
980,133,S,6558.666666666667,SMM133C,5888,Carplate,3,SMM,C,7,0,1,No,18,18,0,5,2,2
981,133,S,6558.666666666667,SDE133B,5800,CarPlateMart,3,SDE,B,7,0,1,No,19,18,0,5,2,2
982,133,S,6558.666666666667,SDG133R,5000,CarPlateMart,3,SDG,R,7,0,1,No,8,18,0,4,2,2
983,133,S,6558.666666666667,SDE133B,3888,Carplate,3,SDE,B,7,0,1,No,19,18,0,3,1,2
984,134,S,3500.0,SLK134Y,3500,CarPlateMart,3,SLK,Y,7,0,0,No,3,18,0,3,1,2
985,135,S,5135.0,SLM135J,5135,SGCarMart,3,SLM,J,7,0,0,No,13,18,0,5,2,2
